drydown_event_id,Van Genuchten R2,Exponential Decay R2,Linear Regression R2,Hybrid Model R2,Best Model
55,0.9454187943669886,,0.9526747453416433,,Linear Regression
57,0.30887493542522837,,0.3359915532016178,,Linear Regression
59,0.9890270093795743,,0.9562083018047319,,Van Genuchten
60,-0.2603758578636064,0.1945426656495337,0.19455923312767232,0.194542668007192,Linear Regression
61,0.006195037096284328,0.08462119705174387,0.08463249885988366,0.08462120243011084,Linear Regression
62,0.0751620689069522,0.007438106938317812,0.0074404384612012375,0.007438107840076369,Van Genuchten
63,0.8141134302078451,,0.7376861705197013,,Van Genuchten
64,0.8476884211185456,,0.8184908885772195,,Van Genuchten
65,0.9835133882505043,0.9894883782720784,0.9846048224641076,0.9894884015298128,Hybrid Model
66,0.005513594519384379,0.24307520429865315,0.24310298450795442,0.24307520747007294,Linear Regression
